metro_area,customer_satisfaction,BusinessAcceptsCreditCards,WheelchairAccessible,OutdoorSeating,HasTV,DogsAllowed,GoodForKids,RestaurantsGoodForGroups,DriveThru,RestaurantsPriceRange2,latenight,lunch,dinner,breakfast,HasFreeWiFi
St Louis,40.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,58.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,15,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,24,1,NA,0,0,NA,1,1,NA,2,NA,NA,NA,NA,0
Indianapolis,0,1,NA,0,1,NA,NA,NA,NA,1,0,0,0,0,NA
Indianapolis,5.5,1,NA,0,NA,NA,1,0,NA,2,NA,NA,NA,NA,1
Nashville,16,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Philadelphia,-9.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Indianapolis,7,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Boise,-9,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,0
Reno,0,1,NA,0,1,NA,1,1,NA,1,NA,1,1,1,0
Tucson,28,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Santa Barbara,5,1,NA,0,1,NA,1,1,0,1,0,0,0,0,NA
New Orleans,37.5,1,NA,1,1,NA,NA,0,NA,NA,0,0,0,0,NA
Nashville,5.5,1,NA,NA,NA,NA,1,NA,NA,1,0,0,0,0,NA
Indianapolis,-18.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
Philadelphia,7.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,3.5,1,NA,1,1,NA,1,1,1,1,0,0,0,0,0
Tampa,48,1,NA,0,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,25.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,36,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,0,1,NA,NA,NA,NA,0,1,1,1,0,0,0,0,1
Tampa,-5,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA
Nashville,0,1,NA,0,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA
Philadelphia,-5.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Reno,46,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Reno,-32.5,1,NA,0,1,NA,1,1,1,1,0,1,1,0,1
Indianapolis,6,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Indianapolis,0,1,NA,0,NA,NA,1,0,NA,2,NA,NA,NA,NA,NA
Tampa,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,1
St Louis,-5.5,1,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,0
Boise,5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,119,1,NA,1,1,0,1,1,1,2,0,1,NA,1,1
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,-8,1,NA,0,1,NA,1,1,0,1,0,0,0,0,NA
Boise,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa,13,NA,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Tucson,19,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,39,1,NA,1,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,0,NA,NA,NA,1,NA,0,NA,1,1,0,0,0,0,NA
Nashville,-4.5,1,NA,1,1,NA,1,1,0,1,0,0,0,0,0
New Orleans,9,1,1,0,1,NA,1,1,1,1,0,0,0,0,0
Tampa,48,1,NA,1,1,NA,1,1,1,1,0,1,0,1,1
St Louis,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0
Boise,8.5,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
Nashville,55.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,21,1,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0
Indianapolis,5.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,5.5,1,NA,0,1,NA,1,1,1,1,0,1,0,0,NA
Philadelphia,-25,1,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Reno,0,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
Indianapolis,7.5,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,0
Reno,0,1,NA,1,1,NA,1,0,1,1,0,0,0,0,0
St Louis,40.5,1,NA,0,1,NA,1,1,1,1,0,1,0,0,1
Philadelphia,-22,1,NA,0,0,NA,1,1,0,1,0,1,0,0,1
Tampa,31.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,0,1,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,0
Tampa,48,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,15,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
St Louis,-17,1,NA,0,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,6.5,1,NA,0,NA,NA,0,1,NA,1,NA,NA,NA,NA,0
Philadelphia,-8,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Boise,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Boise,-18.5,1,NA,0,1,NA,1,0,1,1,0,0,0,0,NA
St Louis,25.5,1,NA,0,1,NA,0,1,NA,1,NA,NA,NA,NA,NA
Tucson,20,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
St Louis,9.5,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,-7.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
New Orleans,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Nashville,13.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Boise,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,-4,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Nashville,-12,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,210,1,NA,1,0,0,1,1,1,1,0,1,1,0,0
Philadelphia,7,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Indianapolis,69,1,NA,1,1,0,1,1,0,1,0,0,0,0,NA
Tampa,6,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
St Louis,18,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,8,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Barbara,464,1,NA,1,1,0,1,1,1,1,0,1,1,1,1
Tucson,0,1,1,1,1,0,1,0,1,1,NA,NA,NA,NA,0
Boise,-11.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,48,1,NA,0,0,NA,0,0,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Philadelphia,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Philadelphia,3.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
Philadelphia,41,1,NA,1,0,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,14.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,1,0,1,1
Tucson,22.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,26,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Reno,-53,1,NA,0,1,0,1,1,1,1,1,1,0,1,1
Reno,-26.5,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Tucson,15,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,13,1,1,0,1,NA,1,1,1,1,0,1,0,0,0
Tampa,38,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,-14.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,21,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,NA
St Louis,27,1,NA,0,1,NA,1,1,NA,2,NA,NA,NA,NA,0
Tampa,-7.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,39,1,NA,1,0,NA,1,1,NA,1,0,1,1,0,1
Indianapolis,4,1,1,0,0,0,1,1,NA,1,NA,NA,NA,NA,0
Nashville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis,9.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Philadelphia,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,0,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,NA
Philadelphia,-6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
St Louis,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tucson,16,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,0
Philadelphia,-4,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,8,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,15,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,-3,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,50,1,NA,1,0,NA,1,1,0,1,0,0,0,0,0
Reno,11,1,NA,NA,1,NA,1,0,NA,1,0,0,0,0,NA
Indianapolis,-9.5,1,NA,1,1,NA,1,0,1,1,NA,NA,NA,NA,1
Tampa,0,1,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,12,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,46,1,1,0,1,NA,1,1,1,1,0,1,0,0,0
Philadelphia,-7.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
New Orleans,9,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,1
Reno,16,1,NA,1,1,NA,0,1,1,1,0,0,0,0,0
Santa Barbara,88,1,NA,1,1,NA,1,1,NA,1,0,1,1,1,1
Tucson,24,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,16,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,14,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,11.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,4.5,1,NA,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,1
Tucson,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
St Louis,-9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Santa Barbara,27,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,7,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Nashville,12,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Boise,4,1,NA,NA,NA,NA,1,1,NA,1,0,0,0,0,NA
Nashville,-20,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Nashville,0,1,1,NA,1,NA,0,0,1,1,NA,NA,NA,NA,0
Indianapolis,17,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,0,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,0
Reno,49.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,-26.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Tampa,-9.5,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,NA
Philadelphia,-28.5,1,NA,NA,NA,NA,0,1,1,1,0,0,0,0,1
Tucson,3.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,-12.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Nashville,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,123,1,1,NA,1,NA,1,1,1,1,0,1,0,0,1
Tucson,14,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,0
Tampa,3.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,0,1,0,0,0,0,NA
Tucson,0,1,NA,0,0,NA,1,0,NA,2,NA,NA,NA,NA,0
Philadelphia,2.5,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Philadelphia,-5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,1,1,0,1,1,1,1,0,0,0,0,1
Philadelphia,8,NA,NA,0,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Philadelphia,-4,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tucson,5.5,1,NA,0,1,NA,0,0,1,1,NA,NA,NA,NA,1
Nashville,-20,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,0
St Louis,-23,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
New Orleans,27,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,9,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,NA
New Orleans,-2.5,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0
Tucson,66,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,151.5,1,NA,1,1,0,1,1,1,1,0,1,1,0,0
Reno,109.5,1,1,1,1,NA,1,1,1,1,0,1,1,0,0
Indianapolis,3.5,1,NA,NA,NA,NA,0,NA,1,NA,0,0,0,0,NA
Nashville,10.5,1,NA,1,0,NA,1,1,NA,1,NA,NA,NA,NA,NA
Nashville,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Tucson,-4,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
New Orleans,3.5,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
Tampa,-12,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Indianapolis,2.5,1,NA,0,1,NA,1,1,0,1,0,0,0,0,NA
Nashville,-17.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Philadelphia,-3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,60,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,0,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,-6.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,NA,NA,NA,1,0,NA,1,0,0,0,0,NA
Reno,-19,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0
Reno,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
St Louis,4,1,NA,0,NA,NA,1,0,NA,1,0,0,0,0,NA
Philadelphia,8,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,-18.5,1,NA,0,1,NA,0,0,1,1,0,0,0,0,0
Tampa,13.5,1,1,0,1,NA,1,1,1,1,0,1,0,0,0
Reno,33,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Boise,-4,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,0
Santa Barbara,138,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,6.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA
St Louis,-16,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Nashville,-37,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
New Orleans,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA
St Louis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,37,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,96,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tampa,5.5,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia,40.5,1,NA,0,1,NA,1,1,NA,2,NA,1,NA,NA,NA
Santa Barbara,28,1,NA,1,1,NA,1,1,1,1,0,1,0,0,0
Tucson,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Philadelphia,16,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
St Louis,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
New Orleans,-33.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tucson,28.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Tucson,0,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
Tampa,83,1,NA,1,1,NA,1,0,NA,1,NA,1,1,0,1
Indianapolis,12,1,NA,NA,1,NA,1,0,1,1,0,0,0,0,1
Philadelphia,19.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA
Tampa,-11.5,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
New Orleans,0,1,NA,0,1,NA,1,1,0,1,0,0,0,0,NA
Tampa,-10.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
New Orleans,-7,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia,42,1,NA,1,NA,NA,1,1,NA,2,NA,NA,NA,NA,1
Philadelphia,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tampa,48,1,1,0,1,NA,1,0,1,1,NA,NA,NA,NA,0
St Louis,0,1,NA,0,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,42,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-3.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,31,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,27,1,NA,1,1,NA,1,1,0,1,0,1,0,0,1
St Louis,0,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Philadelphia,-14,1,NA,0,0,NA,1,0,NA,1,NA,NA,NA,NA,0
New Orleans,0,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,0
Reno,76,1,1,0,1,NA,1,1,1,1,0,1,0,0,0
Nashville,73.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tampa,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,-7,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Philadelphia,-4,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Reno,0,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Reno,67,1,NA,0,1,NA,1,0,1,2,0,0,0,0,0
Tampa,-4.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nashville,-29,1,NA,0,1,NA,1,1,NA,1,1,1,1,0,1
Philadelphia,-11.5,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
Tampa,-22.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,-16,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,0
Indianapolis,5,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,0
Reno,-16.5,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,0
St Louis,22.5,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,362,1,NA,1,0,0,1,1,1,1,1,1,1,0,0
St Louis,0,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,139,1,NA,1,1,NA,1,1,NA,2,0,1,NA,1,1
Tampa,0,1,NA,0,1,NA,0,0,NA,1,0,0,0,0,0
Santa Barbara,0,1,NA,0,0,NA,1,1,0,1,0,1,1,0,0
Philadelphia,3.5,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1
Nashville,0,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,NA
Reno,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Nashville,-7,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,51,1,NA,1,1,NA,1,1,1,2,0,1,0,1,1
St Louis,18,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Nashville,16,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,0
Tampa,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
Philadelphia,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,10,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,0,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,0
Philadelphia,47,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,75,1,NA,0,0,NA,1,1,NA,1,0,1,1,0,0
Philadelphia,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Indianapolis,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Boise,-10,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Nashville,35,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,NA
St Louis,74,1,NA,1,1,NA,1,1,1,1,0,1,0,0,1
Reno,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,-3,1,NA,NA,1,NA,1,0,1,1,0,0,0,0,1
St Louis,-21,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tucson,25,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,242,1,NA,1,0,0,1,1,1,1,1,1,1,0,0
Tampa,54,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,41,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,-6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Reno,-3.5,1,NA,1,0,NA,1,0,NA,1,NA,NA,NA,NA,0
Tucson,16,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
St Louis,-5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Philadelphia,50,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
Reno,3.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,0,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,85.5,1,NA,0,1,NA,1,1,NA,2,1,1,1,0,0
St Louis,-8.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,0
Tucson,-10.5,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
Indianapolis,4.5,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Tampa,12.5,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Boise,-15.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,36,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Indianapolis,-20,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,1
Tucson,78,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa,25,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,-7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
St Louis,-5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Tucson,10,1,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,1
Indianapolis,-9.5,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,0
Nashville,0,1,NA,NA,1,NA,0,0,1,1,NA,NA,NA,NA,NA
Tampa,-10,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA
St Louis,82.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,124.5,1,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,44,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,-4.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
St Louis,0,1,NA,0,1,NA,1,0,1,1,0,0,0,0,NA
Nashville,123,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,-6,1,NA,0,1,NA,0,0,NA,4,0,0,0,0,NA
Reno,33,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,4.5,1,NA,1,1,NA,1,1,1,1,0,0,0,0,1
